alpha,sigma,epsilon,friction,reward_gap,convergence_time,policy_variance,pareto_inefficiency
-0.4,0.2,0.5,0.5000000000000001,0.44705734252929685,1200.0,0.027851024642586708,0.2112834483385086
-0.4,0.2,0.75,0.5833333333333334,0.475250776608785,1200.0,0.023120088502764702,0.3181084585686525
-0.4,0.2,1.0,0.6666666666666667,0.5331904898087184,1200.0,0.027960272505879402,0.2573279562095801
-0.4,0.4,0.0,0.6666666666666667,0.8902861177921295,1200.0,0.03485812991857529,0.5242296785116196
-0.4,0.4,0.25,0.8333333333333334,0.8483230779568355,1200.0,0.03848375380039215,0.35993672808011373
-0.4,0.4,0.5,1.0000000000000002,1.0110647141933442,1200.0,0.03507934883236885,0.5343319803476334
-0.4,0.4,0.75,1.1666666666666667,0.9106728394826253,1200.0,0.030294355005025864,0.8010651051998139
-0.4,0.4,1.0,1.3333333333333335,1.0466928919156393,1200.0,0.03218323364853859,0.8146559605995815
-0.4,0.6,0.0,1.0,1.318553626537323,1200.0,0.049415893852710724,0.7244434952735901
-0.4,0.6,0.25,1.25,1.47080357670784,1200.0,0.044105127453804016,1.0286135345697403
-0.4,0.6,0.5,1.5,1.5320656756560007,1200.0,0.04356765002012253,1.3016152799129486
-0.4,0.6,0.75,1.7500000000000002,1.4849436362584432,1200.0,0.02971472591161728,0.7658622165520986
-0.4,0.6,1.0,2.0,1.8366686622301738,1200.0,0.03577079623937607,1.4522950758536657
-0.4,0.8,0.0,1.3333333333333335,1.6789457897345226,1200.0,0.04442732408642769,1.5081432580947876
-0.4,0.8,0.25,1.6666666666666667,1.9046916723251344,1200.0,0.0481376089155674,1.0831175277630487
-0.4,0.8,0.5,2.0000000000000004,1.8438723901907603,1200.0,0.03649803251028061,1.321076864997546
-0.4,0.8,0.75,2.3333333333333335,2.231031656265259,1200.0,0.048601578921079636,1.6747653464476266
-0.4,0.8,1.0,2.666666666666667,1.9422142227490744,1200.0,0.03638533130288124,1.3815680066744487
-0.4,1.0,0.0,1.6666666666666667,2.3552444140116373,1196.6666666666667,0.049949053674936295,1.7863055368264515
-0.4,1.0,0.25,2.0833333333333335,2.4677796840667723,1200.0,0.04855166748166084,0.9902315815289815
-0.4,1.0,0.5,2.5,2.245287624994914,1200.0,0.0370897501707077,2.1741823653380075
-0.4,1.0,0.75,2.916666666666667,2.39092276096344,1200.0,0.043644893914461136,1.070247866710027
-0.4,1.0,1.0,3.3333333333333335,2.524682597319285,1200.0,0.038021694868803024,3.0650564153989155
0.0,0.2,0.0,0.2,0.822686376174291,1200.0,0.03800753131508827,0.3934148088097572
0.0,0.2,0.25,0.25,0.9474410345156987,1200.0,0.05306894704699516,0.7864671329657237
0.0,0.2,0.5,0.30000000000000004,0.9304555982351304,1200.0,0.027234133332967758,0.8796490107973417
0.0,0.2,0.75,0.35000000000000003,0.822921535372734,1200.0,0.03940649330615997,0.61929805179437
0.0,0.2,1.0,0.4,0.9879949013392131,1200.0,0.02671038545668125,0.9996251632769902
0.0,0.4,0.0,0.4,1.5759017705917358,1188.3333333333333,0.05589806288480759,0.9110782702763875
0.0,0.4,0.25,0.5,1.5522687176863352,1200.0,0.0535566620528698,1.4142161866029104
0.0,0.4,0.5,0.6000000000000001,1.4704186081886292,1200.0,0.05302719399333,0.9380087693532307
0.0,0.4,0.75,0.7000000000000001,1.9124522765477499,1200.0,0.041627831757068634,1.7238536516825358
0.0,0.4,1.0,0.8,1.6651748816172283,1200.0,0.04058791324496269,1.4738896787166595
0.0,0.6,0.0,0.6,2.2006020108858744,1193.3333333333333,0.0471792034804821,1.4736429790655772
0.0,0.6,0.25,0.75,2.6420422633488974,1195.0,0.04344390332698822,1.5657383998235066
0.0,0.6,0.5,0.8999999999999999,2.346044381459554,1200.0,0.03891700878739357,1.39855384627978
0.0,0.6,0.75,1.05,2.7136978268623353,1200.0,0.04238169640302658,2.1603612999121347
0.0,0.6,1.0,1.2,2.556054162979126,1200.0,0.03759504854679108,1.4945851624011994
